F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,Target
142.6,8.6,USA,-26.74,2358.78,-11.5,-5759.4,54.52,1059.98,8.98,Low,22.36,-84.75,-119.13,1870.6,-76.05,-19505.74,-24776.14,-11.58,2.34,2545.44,-15.42,3,1114.53,37251.27,229.46,180.88,498.04,169.98,-5335.41,9.72,-66.16,262.16,-194.9,386.85,6,-227.3
128.54,27.14,Europe,-19.62,2689.14,-19.18,-22538.61,124.64,950.86,13.54,Very low,16.88,-86.01,-131.51,1527.24,-70.02,-15992.92,-16769.56,13.59,0.15,3978.72,-11.29,3,4777.57,43374.27,150.37,1610.44,1117.36,237.09,-6703.98,5.01,-33.38,347.4,-160.25,278.7,4,-161.07
227.66,92.94,Rest,-21.08,924.12,36.12,-30715.68,62.24,914.31,-2.2,Medium,16.54,-52.62,-196.06,1839.08,-65.97,-18264.36,-13611.88,-18.36,2.19,2615.4,-10.07,3,2125.11,27569.16,186.22,759.98,1505.48,368.91,-7377.21,4.8,-41.29,265.52,-174.52,387.49,2,2143.46
242.58,-62.8,USA,-17.26,452.37,6.56,-32131.11,202.42,304.74,3.95,Low,14.02,-64.29,-34.66,1750.92,-74.16,-15033.06,-10921.56,-15.12,0,2911.17,-12.49,4,-901.09,26472.03,254.78,451.26,1809.18,307.2,-2572.08,4.67,-72.64,131.92,-193.81,822.2,3,-239.21
200.46,29.64,UK,-20.02,3140.85,-12.34,-29521.02,-4.2,896.85,4.3,Medium,19.74,-58.44,-168.88,2713.08,-66.03,-16854.84,-21350.7,-8.61,23.88,3249.72,-5.65,5,1558.97,24896.01,226.18,593.74,776,304.26,-4770.81,6.95,-30.74,205.8,-181.22,391.36,3,759.46
303.78,113,Europe,-20.48,1996.35,71.86,-15600.51,196.8,616.25,10.41,Low,14.6,-54.72,-163.16,149.76,-64.02,-10217.62,-13317.6,-6.42,0.66,2217.09,0.65,4,9845.57,28866.84,222.08,1057.82,1232.86,295.35,-3703.29,5.25,-46.46,301.86,-167.39,317.29,5,2419.37
169.32,-78.24,Rest,-19.62,2497.56,91.38,-25641.81,104.52,953.51,10.17,Medium,4.86,-100.53,-162.34,2472.12,-62.43,-17558.22,-24091.22,0.27,5.01,2950.86,-4.07,3,10320.02,26981.88,165.65,755.82,619.6,305.07,-6004.17,4.26,-27.26,131.54,-162.25,452.73,3,-1514.67
193.9,21.44,Rest,-25.74,1380.09,-17.68,-41961.18,80.28,1044.03,10.49,Low,12.68,-50.97,-189.18,1531.12,-71.85,-19777.08,-14206.58,-3.48,0.9,1064.61,-8,3,4571.97,29944.11,231.16,-607.94,791.88,401.49,-4740.78,3.38,-67.64,284.26,-229.44,729.83,1,2440.17
220.18,-64.62,Europe,-21.68,2397.42,37.42,-24973.77,89.7,1056.02,8.29,Very high,-20.48,-64.29,-235.47,2479.02,-72.42,-9700.92,-13079.02,-8.34,2.94,2511.33,-3.12,3,2709.19,24411.99,268.84,791.48,1823.6,118.86,-6230.94,1.74,-114.96,150.8,-91.38,424.3,6,-8.2
242.44,-81.24,UK,-18.74,1775.76,-37.04,-9747.9,12.44,398.74,10.63,Very high,31.74,-63.24,-235.9,1698.32,-81.54,-16580.58,-12223.08,-27.06,43.65,982.23,2.67,2,1641.27,28899.87,109.18,919.04,1211.14,390,-4996.32,0.16,0.33,212.18,-149.83,747.41,2,1954.93
214,28.78,UK,-13.22,3757.86,57.64,-5037.84,70.04,753.85,10.33,Low,6.56,-65.52,-184.14,1406.84,-44.94,-7494.86,-24945.36,-8.16,10.86,2004.96,-15.91,4,2987.14,30343.44,262.23,1283.38,1995.26,333.39,-5952.63,7.88,24.9,159.64,-208.51,1298.18,4,705.78
195.04,0.66,USA,-18.6,2449.8,-23.08,-31913.04,85.26,638.54,9.23,Medium,10.08,-50.94,-142.6,2487.48,-70.53,-16840.16,-5114.68,-6.09,0,3558.06,-4.46,6,-1674.51,30953.61,238.24,73,2156.6,270.93,-7576.65,4.17,55.94,144.92,-189.69,700.45,3,-143.62
274.1,0.04,USA,-13.72,2846.07,64.86,-24422.34,49.1,777.13,9.11,Very low,12.78,-74.28,-179.35,2239.16,-52.17,-9442.58,-22921.8,8.22,207.6,2764.26,-18.28,3,5808.34,23830.47,193.3,371.4,1960.82,339.81,-5787.06,1.93,-43.09,151.9,-128.78,350.3,3,89.62
170.84,63.3,Europe,-22.36,2011.92,-5.66,-23988.42,57.54,861.96,1.81,Low,8.48,-71.4,-205.71,1340.92,-64.35,-15863,-20973.14,19.08,1.17,2213.55,-3.69,7,4052.19,28197.03,239,603.78,3154.64,291.06,-5315.22,3.15,5.09,253.08,-188.64,1183.6,2,-17.76
244.2,128.8,Europe,-17.26,1628.19,49.22,-24265.05,113.96,685.51,5.21,Very low,13.9,-61.05,-119.78,1781.52,-68.04,-17993.28,-13602.12,38.67,0.06,3015.24,-10.44,5,6221.21,19394.82,239.78,1164.8,3102.1,333.3,-5794.2,1.97,-50.73,138.8,-135.07,371.06,2,-121.99
205.42,-109.6,Rest,-29.16,1324.41,-16.42,-32615.61,4.68,957.71,5.68,Medium,16.54,-64.68,-216.61,716.36,-70.14,-21493.44,-17281.3,7.98,3.42,4233.27,-10.81,4,4328.96,23471.55,195.11,41.12,2193.52,336.81,-6032.97,9.21,-17.88,122.86,-158.62,835.77,5,857.98
179.68,173.04,Rest,-17.98,2745.54,-90.06,-15612.72,183.7,768.13,8.25,Medium,12.16,-62.22,-200.95,1607.18,-74.79,-16642.56,-19038.74,-2.97,237.48,1658.52,-21.07,2,4058.83,26544.09,168.38,1409.82,1675.2,331.05,-6513.39,5.56,-147.46,189.2,-126.95,668.55,8,804.78
187.44,72.18,Europe,-24.14,2626.56,61.16,-22661.61,114.24,177.78,12.91,High,21.44,-52.41,-86.88,250.54,-72.09,-29552.84,-17097.68,-11.58,81.45,2743.2,-9.58,9,10420.14,28114.26,221.52,1200.48,2584.36,412.32,-6854.25,0.77,-161.42,159.22,-117.1,672.15,4,3760.44
246.98,129.04,Rest,-21.54,2562.54,182.56,-26550.69,54.42,1346.94,8.94,Low,16.68,-54.69,-205.05,2758.8,-69.75,-23524.48,-15066.46,-4.71,210.96,1545.15,-8.3,3,1548.98,24945.87,198.54,1059.96,1400.02,463.32,-5945.07,9.26,32.34,196.76,-144.59,778.73,4,767.02
202.08,132.7,UK,-16,1914.54,137.28,-25066.14,56.88,448.5,4.78,Very high,9.74,-72.57,-198.39,1362.6,-63.12,-2543.34,-16723.68,-9.75,8.04,3511.89,-10.91,6,1126.24,44852.85,268.76,-127.04,2197.64,191.01,-5959.35,5.77,-47.48,161.26,-200.72,947.59,8,-353.98
123.9,-26,USA,-27.36,2172.06,-84.76,-23300.4,128.68,582.18,11.77,Medium,14.68,-60,-212.58,2130.14,-79.32,-21356.12,-29566.42,3.42,0.27,2641.23,-9.84,3,6165.95,44243.46,279.15,1157.7,2440.92,402.57,-6323.13,2.36,-15.54,220.58,-247.98,629.79,3,376.88
198.34,-37.68,USA,-17.4,3424.68,63.98,-13145.49,62.3,1024.91,15.78,Very high,6.26,-56.31,-189.09,1827,-69.69,-18779.36,-10591.02,0.21,19.41,1600.62,-7.18,4,874.24,23485.41,225.04,612.02,1809.56,307.86,-6261.09,3.37,-36.24,134.56,-168.79,417.76,2,1031.76
136.2,-32.52,Europe,-15.56,1414.26,-6.08,-21941.07,69.76,940.39,10.87,Very low,14.62,-77.28,-228.3,1400.08,-49.83,-7530.94,-12661.34,-0.45,0.75,3538.89,-11.66,3,2904.34,22780.38,256.35,1869.62,2549.18,248.28,-5730.96,4.55,-29.44,185.78,-140.73,1218.08,3,-149.2
220.38,67.82,Europe,-25.04,3402.99,11.64,-35980.98,68.96,1122.33,9.39,Very high,10.34,-69.36,-193.99,1720.56,-78.87,-11609.92,-24714.4,-2.1,0.84,3423.66,-14.03,3,4398.14,39595.08,248.6,1191.74,3144.04,319.23,-5384.55,4.54,-28.24,209,-181.57,683.19,6,178.53
106.36,-193.6,USA,-15.54,5632.02,23,-40282.23,94.14,753.91,7.72,Very high,14.94,-71.16,-151.49,920.68,-51.24,-15779.72,-16924.22,-6.33,0.09,3041.22,-11.49,5,6345.13,38060.01,254.25,1799.94,1920.04,403.32,-4112.4,1.02,-9.34,273.78,-159.68,167.94,6,30.11
241.36,43.32,Europe,-18.5,3147.24,48.26,-30653.55,161.22,872.11,10.88,Very low,11.2,-71.61,-177.83,1645.28,-61.62,-14371.36,-9147.44,-10.05,0.27,1911.54,-12.37,5,2960.81,23838.63,208.67,341.44,1355.64,332.67,-5000.04,6.45,8.8,236.52,-214.57,790.55,6,-161.24
176.24,-45.9,Rest,-14.22,473.16,-6.32,-31062.36,85.14,978.88,12.89,Very low,10.3,-56.55,-195.92,812.82,-66.39,-18379.92,-18998.38,-1.98,0,1121.94,0.95,4,-17.17,20536.71,308.44,1284.22,1769.58,381.27,-7649.67,2.41,-20.34,192.16,-252.62,1161.77,1,1074.05
310.48,133.02,Rest,-29.64,2680.38,5.02,-40680.87,66.94,531.84,10.75,Very low,14.16,-58.95,-165.13,825.74,-65.4,-18074.98,-15743.08,-28.71,0.06,2615.1,-19.34,1,1747.27,41815.32,230.19,174.6,581.46,245.25,-3286.41,2.29,-73.22,266.5,-187.38,937.16,4,444.02
120.42,55,Rest,-26.28,2653.5,4.84,-26814.3,-4.66,344.52,14.63,High,13.86,-54.18,-206.75,1627.28,-64.8,-10000.14,-26151.48,1.98,3.06,1904.52,-11.55,5,4476.1,23171.34,328.13,470.28,1325.96,380.97,-6703.44,2.54,-39.79,177.96,-147.65,396.88,2,2776.1
127.64,16.62,Rest,-30.64,2925.48,-112.92,-10263.45,148.74,640.36,16.01,Medium,19.72,-71.22,-283.92,1674.2,-61.92,-13471.02,-12076.62,-13.32,27.51,2211.48,-12.64,3,4469.79,24335.25,208.5,548.62,1219.2,424.83,-3589.74,4.74,-68.65,135.54,-189.77,646.87,5,-516.85
258.34,31.28,Europe,-19.22,1341.75,20.74,-24730.38,103.84,644.17,12.45,Very low,6.44,-55.14,-197.3,1684.26,-68.49,-26018.44,-27039.8,-11.22,19.44,2067.63,-10.63,3,2741.52,19165.47,219.24,346.66,2026.02,414.57,-6099.18,5.04,-26.01,152.06,-194.02,293.56,1,3540.43
52.52,53.92,USA,-19.82,1776.72,108.9,-5458.44,42.78,1210.94,11.25,Low,13.58,-62.52,-140.64,1638.64,-89.04,-15787.74,-15025.64,-14.49,0.42,1761.39,-14.51,3,6528.09,20220.03,135.8,347.32,2653,206.82,-7703.58,3.13,4.28,185.98,-268.3,619.07,3,96.81
81.72,-19.82,Europe,-20.7,2667.03,182.3,-25881.15,84.14,906.85,6.95,Very high,15.08,-70.74,-216.9,1593.46,-71.97,-12504.48,-19951.02,11.22,8.04,1123.5,-1.26,3,2334.74,38790.96,197.41,156.96,1251.52,263.22,-5641.32,3.07,11.6,208.62,-150.34,402.71,5,1244.7
136.38,147.66,Rest,-29.1,2873.55,-65.46,-5205.9,-28.42,1368.92,1.67,Medium,12.36,-62.04,-177.78,1292.16,-35.88,-13320.86,-22831.46,-22.44,0.09,2652.39,-13.22,2,1869.79,31776.81,274.06,534.5,2919.58,221.13,-5975.01,2.84,-42.38,246.48,-177.64,753.95,2,1524.53
140.3,10.98,Europe,-18.28,3420.93,-1.88,-17973.93,36.66,691.33,8.93,Very high,18.28,-60.03,-132.02,1186.16,-57.54,-23157.1,-27942,-15.99,0.45,2183.01,-17.31,3,4795.33,15946.53,245.77,1305.46,2001.3,373.68,-5854.83,5.34,-9.12,171.58,-139.5,1082.33,5,3114.35
284.14,-42.16,Rest,-23.62,2410.35,130.66,-12732.15,80.1,785.85,1.77,Low,22.56,-59.91,-95.22,2483.34,-70.98,-21134.02,-20296.84,-2.43,30.48,1924.65,-7.87,5,5041.01,30982.89,221.84,1069.6,1285.58,399.06,-6618.63,5.95,-35.08,212.66,-134.17,480.39,6,-788.19
245.06,44,Europe,-15.54,2528.88,45.32,-27172.98,55.02,1246.99,11.7,Low,13.36,-57.42,-188.13,1317.68,-74.76,-13051.58,-18457.58,6.36,24.72,1641.24,-8.81,6,4469.39,36038.52,243.48,118.46,2109.36,356.76,-6306.72,0.84,-34.16,150.64,-161.74,1045.6,2,2951.56
237.48,7.88,Europe,-25.48,2355.78,129.7,-23268.63,40.7,1080.07,10.92,High,20.46,-63.33,-250.32,1774.56,-66.48,-19047.9,-14589.66,8.94,2.1,2442.84,-9.67,3,2448.32,35374.77,217.3,1684.72,1994.58,215.64,-7410.69,2.5,-13.75,242.8,-84.92,71.56,4,761.43
222.24,65,Europe,-28.68,2955.93,-17.42,-26293.53,79,254.69,11.75,Low,14.16,-56.16,-130.03,1499.84,-79.8,-21849.94,-17135.48,7.98,0.3,1751.52,-9.48,4,-1097.46,24440.1,229.28,-197.06,1860.7,321.45,-5454.21,3.35,-42.14,151.3,-109,490.16,4,415.92
186.26,24.26,Rest,-20.3,2826.69,109.54,-19349.28,77.14,1045.27,15.22,High,1.62,-69.99,-164.1,1032.28,-71.1,-23420.26,-19927.02,-32.76,0.78,-401.49,-7.83,5,2388.42,41883.66,273.45,1038.78,1859.62,219.51,-6237.84,1.06,-28.02,233.1,-78.55,431.35,4,490.77
189.22,-4.68,USA,-4.82,725.28,-7.42,-24299.31,79.06,1361.16,9.79,Very high,26.54,-77.19,-135.74,2074.3,-67.71,-8476,-20970.12,-4.02,0.06,2466.24,-10.55,3,7145,23370.9,215.03,-446.42,2197.4,386.01,-6414.6,2.49,57.33,169.5,-230,452.7,4,-109.15
180.72,39.7,Rest,-15.54,1022.97,156.38,-16448.28,58.36,696,6.35,Very low,31.24,-65.22,-269.9,1721.82,-68.34,-1138.12,-27566.12,-4.59,2.52,3254.61,-8.07,6,5540.72,22956.09,74.89,1030.9,2349.36,348.99,-5962.41,4.65,-25.97,79.96,-156.63,713.27,3,-403.22
192.46,54.32,Europe,-17.14,1434.75,-165.36,-5737.89,32.7,467.81,7.12,Medium,25.88,-76.56,-171.15,944.64,-68.04,-17573.68,-8418.56,-15.36,0.12,2177.19,-6.52,6,3524.94,33889.86,224.22,822.82,1738.8,338.64,-7843.62,1.09,10.28,220.94,-163.88,579.55,4,-148.25
304.86,17.04,Rest,-15.14,1784.37,-3.02,-19469.34,153.14,643.94,8.65,Low,35.74,-57.12,-110.28,1653.66,-72.81,-26164.36,-18488.52,-1.86,15.78,3055.59,-10.31,1,3156.3,21167.43,238.49,613.64,1297.96,307.83,-7079.46,1.88,-74.1,108.98,-119.8,613.76,8,302.9
147.26,53.34,Rest,-20.68,828.18,115.46,-23023.14,80.68,985.32,10.56,High,6.58,-56.19,-191.15,2206.8,-60.93,-18803.58,-18119.38,-11.7,22.95,1965.84,-10.41,4,-604.61,19599.9,240.56,831.28,2023.44,172.29,-11157.39,3.59,-97.7,258.42,-174.82,490.58,4,1775.48
215.84,20.74,Europe,-18.88,2738.25,-20,-33205.68,131.34,729.25,4.94,High,-1.06,-63.72,-198.72,1365.12,-78.66,-14837.78,-17308.06,-4.32,77.37,1887.18,-8.69,3,4269.97,16248.96,222.75,1673.38,1267.98,227.67,-4792.56,4.45,18.05,280.44,-149.22,665.39,3,3486.64
248.04,-5.62,USA,-21.18,935.4,29.02,-41391.54,62.62,539.38,7.98,Very low,24.78,-67.29,-170.73,2350.38,-68.19,-5112.16,-8684.38,0.12,155.4,1449.84,-18.32,2,2535.99,30084.66,218.8,858.66,2172.52,418.11,-5385.72,4.67,-3.15,123.46,-199.5,1041.19,4,-42.05
234.48,42.04,UK,-13.76,3164.76,-68.04,-20150.13,134.26,1190.7,1.37,Medium,31.72,-60.93,-179.48,1407.56,-94.2,-15012.6,-19005.86,-14.13,0.54,3149.61,-12.89,1,1452.8,29874.96,350.9,758.78,1598.7,315.42,-5153.88,1.04,-40.47,223.98,-191.8,678.27,5,780.6
238.1,115.56,Rest,-14.42,2165.04,-0.56,-33389.79,241.42,1370.11,13.08,Very high,16,-85.8,-133.5,3395.98,-69.9,-10121.9,-26599.78,4.11,0,925.71,-5.87,5,9546.6,32814.33,254.02,1455.12,2038.66,250.68,-5889.93,5.03,-43.54,290.84,-133.36,509.29,7,-1558.17
155.86,128.66,Europe,-17.84,2090.43,-34.38,-31352.58,42.32,714,11.18,High,0.74,-63,-198.78,1848.7,-68.01,-20329.9,-24832.74,-17.85,645.63,3183.45,-8.8,1,3581.67,16699.08,28.21,1257.78,1319.64,391.59,-6916.89,3.4,-27.27,210.94,-231.57,755.51,3,3770.53
243.9,91.68,UK,-22.86,1390.56,-118.92,-28591.83,102.5,787.02,10.26,Very low,7,-56.7,-182.69,1951.88,-58.68,-15732.9,-15533.86,8.82,0.42,2611.92,-11.1,4,6076.09,22000.14,228.62,968.72,1182.44,281.76,-4656.6,14.03,-34.81,166.92,-172.74,177.69,6,-667.82
138.7,36.86,Rest,-24.04,2441.61,150.52,-31824.03,-59.84,-120.05,0.31,High,8.2,-54.03,-185.58,1175.1,-67.89,-13579.12,-10865.42,-13.59,6.96,2842.23,-12.2,7,456.94,24177.27,231.08,918.84,1229.58,272.91,-7695.9,2.4,-57.62,267.96,-165.98,861.12,4,1996.36
138.76,43.36,UK,-21.9,2664.09,-16.38,-28246.14,129.86,357.95,5.15,Medium,20.4,-54.99,-149.42,1939.42,-69.63,-17803.32,-32946.8,0.21,7.47,890.16,-16.77,3,1067.99,32127.45,241.95,622.44,1228.46,378.96,-5222.19,1.57,-42.45,263.16,-240.94,28.39,3,2010.81
259.18,-1.04,Rest,-20.88,2728.14,53.94,-16318.71,56.46,312.59,17.84,High,25.78,-54.18,-198.49,2398.3,-96.51,-11034.26,-18692.82,2.58,7.92,1920.39,-12.54,3,-824.63,29970.18,209.24,400.2,1398.34,147.09,-4207.83,6.02,-4.11,71.08,-178.41,495.17,3,2108.13
249.84,32.6,Europe,-15.68,3693.78,9.08,-23639.28,11.84,949.53,8.42,Very low,15.98,-54.69,-146.23,2023.16,-70.89,-17700.06,-26115.46,-12.78,359.4,2825.94,-8.55,2,5792.45,18529.83,243.46,1380.52,2030.04,313.11,-4329.21,0.56,-39.51,150.06,-186.9,479.69,4,3269.37
181.66,68.24,Europe,-13.76,2140.38,-29.28,-28928.52,105.42,898.73,9.61,Very high,41.32,-54.75,-210.44,1821.7,-66.69,-19326.84,-8408.4,0.54,3.45,1712.01,-12.52,6,3189.6,48379.02,214.71,-177.4,1703.84,256.41,-8213.79,8.04,-54.58,120.78,-150.96,489.67,2,2565.44
256.5,122.08,Rest,-21.86,3943.35,-88.3,-38758.65,152.7,954.66,15.61,High,17,-60.96,-260.4,2028.36,-68.73,-28534.8,-26529.9,-26.07,5.01,1467.39,-10.31,0,5805.26,19674.45,207.83,320.12,600.08,404.67,-7025.58,1.65,-54.53,214.06,-238.11,431.26,4,2484.66
206.24,-271.94,Rest,-25.26,2361.84,-91.7,-16952.85,53.08,665.68,7.73,Medium,18.04,-60.36,-180.84,1606.32,-82.38,-12289.02,-25419.82,-5.34,1.08,2700.3,-13.1,3,8807.9,10748.43,236.82,-52.16,2326.3,347.85,-6833.13,1.83,-37.12,186.18,-183.45,272.18,3,1780.71
219,69.94,Europe,-17.24,504.81,19.58,-27330.27,144.1,787.86,11.63,Low,14.56,-59.22,-179.71,1975.4,-60.33,-8855.52,-28239.56,-9.84,0,3567.72,-10.74,6,272.86,18441.99,226.01,-186.62,2078.02,141.09,-6294.42,6.1,-23.39,173.68,-89.13,757.09,4,-146.66
272.18,18.64,Rest,-17.22,1381.02,-102.3,-25467.69,130.52,997.31,10.46,High,36.4,-62.58,-145.44,1314.74,-76.44,-17504.6,-28213.34,-26.7,0.9,2123.64,-15.76,4,661.35,29738.37,203.65,1193.7,1554.4,309.03,-5477.73,7.64,-41.11,163.3,-61.86,816.88,2,2476.47
135.76,21.52,USA,-20.42,2961.12,7.94,-19928.07,86.12,531.41,9.42,High,13.14,-64.05,-135.66,1193.46,-59.79,-13949.1,-17538.28,-2.79,2.07,2600.01,-10.13,3,2204.71,32778.39,225.42,654.12,1569.12,300.75,-6947.49,4.96,-12.76,249.16,-167.25,153.97,7,222.27
202.36,-16.96,USA,-14.72,3032.97,-32.1,-15322.98,2.46,635.71,15.83,Low,12.02,-52.8,-215.64,1551.64,-68.28,-15429.92,-24435.64,-1.62,301.83,2097.96,-10.75,0,7114.51,26620.77,231.19,1149.16,731.34,81.69,-6155.58,0.98,-22.09,250.96,-196.75,528.91,6,1292.84
168.22,29.48,Europe,-15,2772.12,-82.3,-32448.48,159.34,796.3,10.89,High,16.74,-52.32,-230.19,804.76,-98.01,-18303.22,-17970.14,10.95,0.33,1499.25,-10.72,5,2864.88,25204.68,253.67,1161.1,1722.44,293.97,-3016.89,1.99,72.69,97.48,-224.11,320.03,7,1773.49
224.46,-22.42,UK,-22.68,3089.82,-9.92,-20217.81,103.46,1096.14,8.85,Medium,17.18,-51.33,-92.98,2126.14,-82.74,-15983.66,-26214.06,13.89,0.27,2554.71,0.85,8,2576.63,25134.24,230.99,1220.58,1461,186.42,-5023.77,1.1,-65.13,43,-233.4,391.27,3,778.31
191.68,-71.76,USA,-21.24,1096.35,0.06,-12099.99,29.1,638.32,21.52,Very high,11.2,-60.03,-181.22,2065.5,-42,-14684.14,-29989.98,-48.6,0.24,2901.9,-11.56,6,-2507.56,25024.2,238.43,1098.44,2104.88,383.07,-7470.24,3.69,17.38,261.02,-214.03,1232.27,3,519.11
134.82,-7.8,Rest,-18.62,2998.68,-30.96,-32975.28,83.58,801.01,10.46,Very high,15.72,-63.3,-175.31,1319.76,-68.91,-16120.6,-17627.48,14.91,64.5,1905.18,-9.53,6,6918.72,23138.4,264.72,1198,1670.5,426.63,-6060.48,1.16,-56.65,279.64,-187.12,754.19,3,2579.7
207.2,224.16,UK,-20.72,1910.82,-76.6,-17142.72,91.54,1104.77,8.07,Very low,21.34,-54.9,-314.11,1912.28,-69.12,-17421.72,-19134.98,-5.7,1.77,730.62,-9.2,5,8695.87,27634.59,233.86,530.9,1962.58,225.12,-5221.08,6.08,-58.9,151.46,-54.86,735.56,3,395.8
217.8,21.08,UK,-4.96,4184.16,6.14,-17825.67,-6.06,1112.97,9.15,Very high,20.62,-53.52,-204.79,973.54,-75.33,-18607.16,-17755.92,-17.49,6.48,1097.4,-15.23,4,3689.39,10698.12,244,1061.66,684.82,222.66,-7883.58,3.12,-57,170.04,-285.51,529.16,3,2560.11
104.72,-13.08,USA,-16.52,806.04,14.12,-25336.14,46.42,1095.56,5.19,Medium,-16.2,-52.59,-1.12,1699.4,-71.94,-15192.32,-21734.74,-9.09,0.81,1828.89,-8.22,4,4972.43,19477.53,96.8,-340.76,673.56,216.33,-3920.1,3.75,-112.88,140.4,-133.92,285.13,7,290.26
195.52,21.94,Europe,-15.72,2566.32,-181.86,-17566.71,78.08,708.93,6.05,Medium,13.84,-53.61,-220.21,1677.98,-69.09,-17898.54,-18892.46,13.8,1009.08,1310.25,0.84,3,3416.77,19610.49,240.32,926.38,2232.24,368.7,-7421.94,4.32,-49.68,222.24,-216.69,704.96,4,3698.39
238.94,84.14,Rest,-26.4,-596.85,-83.16,-18736.8,-37.96,403.37,7.36,High,10.86,-60.06,-164.68,2229.46,-57.84,-9926.02,-26388.26,-1.95,0.06,2203.95,-9.33,3,6535.39,12145.14,195.71,931.14,1217.16,270.42,-5445.42,6.2,-65.11,185.46,-168.57,845.04,2,1097.12
237.66,15.76,Rest,-25.26,3299.37,7.74,-13724.07,47.5,293.8,9.43,Medium,3.54,-53.22,-245.87,1990.84,-61.26,-24442.54,-13923.08,-1.83,0.78,1537.65,-17.29,2,5731.1,38703.87,244.83,1195.72,1922.02,271.68,-4463.67,8.63,-24,175.2,-162.95,696.17,2,1678.33
200,26.48,USA,-14.32,3679.05,27.06,-18544.62,81.06,333.84,10.15,Medium,15.26,-57.78,-208.71,2065.52,-70.62,-12732.38,-28319.28,-4.53,52.59,2512.59,-2.21,6,5127.77,40726.08,289.12,1353.04,1527.24,468.06,-5993.13,2.52,-64.92,181.88,-225.89,521.62,8,224.48
89.3,18.7,Europe,-22.96,1003.77,40.58,-22449.21,112.54,766.22,13.55,Very high,15.78,-59.1,-201.52,2117.3,-56.43,-18307.92,-15359.36,17.16,0.3,2101.89,-5.22,4,335.63,39709.77,274.59,1385.14,1387.36,428.28,-5120.04,1.96,-55.34,292.22,-164.79,405.26,3,1225.13
114.04,14.04,USA,-25.22,2755.14,-10.44,-15897.27,140.74,1212.14,7.91,Very low,34.3,-63.12,-161.28,1699,-84.75,-20621.84,-33592.24,-5.79,2.07,2666.43,-15.11,4,1809.09,42719.43,273.42,430.62,854.54,388.77,-7095.42,3.2,-35.36,95.26,-213.86,434.01,4,322.02
233.04,-150.72,Rest,-17.2,1256.76,-2.08,-22093.44,-53.02,637.86,10.77,Medium,21.56,-64.29,-132.03,1931.12,-64.26,-19152.34,-15346.82,-4.26,3.36,4015.86,-8.16,5,3146.29,16986.21,249.55,237.74,1387.9,167.34,-6337.83,3.35,-153.98,33.7,-166.84,371.18,4,-406.51
181.24,37.92,USA,-11.7,-307.8,45.38,-21929.76,231.84,884.33,8.61,Low,13.44,-63.39,-176.81,1464.46,-90.96,-12983.02,-20902.52,3.33,0.06,2200.83,-14.97,2,1153.57,14867.28,223.18,544.02,1458.12,201.24,-5457.75,0.96,-25.72,164.1,-234.59,596.89,5,27.15
183.1,-26.6,UK,-18.74,3168.42,-51.84,-25218.06,86.88,1007.59,7.8,Low,16.38,-78.42,-143.53,1820.34,-63.39,-14931.98,-5098.16,4.65,0,2411.25,-8.72,4,538.3,21868.05,229.68,585.9,1495.28,290.13,-4537.26,1.32,-32.97,71.86,-230.81,615.42,3,-2176.45
178.32,77.46,USA,-20.7,2779.23,4.92,-5145.93,76.5,591.89,3.57,Medium,11.14,-72.21,-159.7,1983.62,-98.73,-25491.66,-11649.78,-6.96,41.61,2124.54,-7.82,4,1899.56,45353.49,183.13,-852.86,2401.74,307.59,-4760.73,1.99,-24.46,310.8,-159.21,1030.36,7,-149.76
215.5,-20.32,USA,-20.54,1880.88,-89.92,-30122.82,44.52,1049.33,3.3,Low,15.4,-73.77,-168.48,1333.46,-72.45,-11975.08,-18959.1,4.23,0.39,2998.56,-10.72,5,-1182.68,18972.99,178.39,1056.86,1086.26,339,-6134.07,8.53,-7.42,169.2,-171.08,888.74,4,-105.96
102.46,-57.62,USA,-2.9,1417.89,-109.22,-5463.54,-89.98,937.81,-0.81,Very high,14.66,-84.96,-163.73,413.82,-59.55,-10014.52,-3153.26,-4.2,2.55,2576.28,-12.19,1,2093.7,7094.37,215.57,1193.32,1594.22,240.57,-5994,0.53,-52.12,169.42,-159.52,309.33,2,337.46
142.02,43.4,Europe,-14.1,1865.28,9.04,-35112.21,55.88,896.1,12.94,Very low,10.62,-54.6,-238.13,1497.4,-74.37,-6930.64,-2267.54,6.84,0.6,1865.13,-11.6,6,1148.05,20162.34,206.08,90.4,2666.86,192.51,-6713.79,1.09,-28.03,153.36,-169.45,524.57,4,-117.48
198.1,-48.78,UK,-18.34,2001.78,69.34,-30022.02,78.4,490.9,0.49,Medium,6.6,-55.35,-90.52,1055.62,-68.73,-16370.12,-24124.12,-16.32,0.99,2217,-2.27,3,2973.46,31400.07,256.45,917.28,1637.24,304.56,-6823.83,4.97,-20.48,184.04,-217.32,380.69,4,1607.46
